click,price,score,judge,rec_most,rec_more,rec_normal,rec_bad,rec_morebad,readed,reading,readup
1,62.0,9.1,27896,17827,8341,1562,111,55,31949,2398,90717
1,58.0,8.5,4838,2160,1947,620,87,24,5039,674,17254
1,16.8,8.9,46713,25527,16847,4153,140,46,69584,3664,29400
1,18.0,8.3,56646,20789,25548,9460,736,113,75327,2952,54824
1,48.0,8.2,4816,1562,2450,723,72,9,5179,377,6339
0,45.0,9.0,1822,1281,470,65,5,1,2279,246,4819
0,52.0,8.8,514,287,177,41,6,3,509,125,4386
0,68.0,8.6,3730,1685,1625,376,33,11,3665,590,4124
1,68.0,9.2,4715,3047,1415,235,14,4,4848,726,4655
0,49.8,8.7,125,68,48,8,1,0,128,23,938
1,24.0,8.5,8058,3631,3470,893,56,8,9672,557,842
1,42.0,8.6,1359,586,622,130,20,1,1501,45,2745
1,25.0,7.6,13798,2553,6320,4388,441,96,17236,3314,40607
1,26.0,8.5,4369,1838,1816,607,87,21,5055,578,1836
0,14.0,8.4,8961,3612,3863,1344,107,35,13046,1575,11756
1,9.8,9.0,35905,21760,11885,2118,107,35,50139,5940,41872
1,23.0,8.5,86597,37064,37238,11084,952,259,108713,4363,20991
0,58.0,9.0,3557,2114,1188,224,21,10,3550,801,6976
0,26.5,9.0,129446,82329,37022,9190,517,388,179015,1204,14384
1,28.0,7.6,1729,339,840,501,46,3,1953,64,228
0,20.0,8.3,4536,1638,2123,712,54,9,5441,465,6876
1,49.8,8.3,3833,1921,1208,521,111,72,3921,410,4895
1,49.9,8.2,12919,5225,5794,1681,168,51,12452,1608,21101
0,28.0,9.1,2243,1438,651,139,15,0,2405,500,6007
1,32.0,9.3,880,657,201,21,1,0,1699,389,1576
1,45.0,9.0,1424,931,436,52,4,1,1508,135,679
0,24.0,8.7,18208,8504,7429,2039,182,54,22472,2503,23566
1,10.0,9.2,78651,53877,21079,3460,157,78,103706,3367,58844
1,39.5,9.2,266458,179240,69882,15470,1333,533,313179,49131,265220
1,35.0,7.6,23320,5112,10855,6466,677,210,33547,922,4769
0,20.0,8.2,18141,6477,7674,3356,453,181,21124,6730,19097
1,29.0,9.0,6341,3856,1966,475,38,6,6940,720,8609
1,15.4,8.9,30257,17083,10813,2241,90,30,51239,3004,33260
1,99.0,9.1,14857,10218,3673,803,104,59,17610,1568,9427
1,42.0,8.4,1546,595,756,185,9,1,1647,143,3331
0,48.0,8.7,9070,4626,3365,780,127,172,9778,681,4250
1,65.0,8.9,1987,1081,753,139,11,3,2003,414,4796
1,39.0,8.1,64,12,37,14,1,0,81,17,1309
0,22.5,8.4,88057,37022,40459,10048,440,88,130381,2579,31186
0,10.1,8.1,32431,10443,16638,5124,194,32,50010,1032,16680
0,48.0,9.1,1354,847,398,96,9,4,1358,503,19050
0,39.0,7.1,303,54,152,86,7,4,330,39,95
1,98.0,9.1,508,373,97,21,4,13,441,252,3849
1,23.0,9.2,17346,12022,4510,745,52,17,19427,1994,6876
0,22.0,9.4,10037,7428,2268,311,20,10,11457,389,2944
1,49.0,8.1,1645,497,730,341,56,21,1731,354,12541
1,37.0,8.6,2298,1113,1009,165,9,2,2487,144,971
0,13.8,8.9,6885,4004,2380,454,34,13,7803,1008,8402
0,76.0,9.1,863,484,269,93,6,11,793,372,8025
1,78.0,8.2,3200,1167,1455,454,83,41,3126,672,9580
1,46.0,8.0,69,42,23,4,0,0,76,11,863
1,42.0,8.6,2619,1389,888,267,49,26,2505,1338,10561
1,30.0,8.4,1446,544,615,240,33,14,1734,623,8806
0,23.8,8.2,45470,14960,22281,7821,363,45,66146,1739,31498
1,28.0,7.7,5619,1079,2883,1551,95,11,6393,414,3131
1,35.0,8.6,6532,2871,2845,758,45,13,7142,1104,3091
0,36.0,8.3,109222,39102,51663,16492,1529,436,138026,16664,77080
0,18.0,8.4,5980,2291,2794,825,53,17,7539,667,7341
1,32.0,8.7,915,409,422,75,8,1,998,179,6447
1,28.0,9.0,1705,1007,576,104,13,5,1979,483,5465
1,12.0,8.7,42394,20073,17739,4328,212,42,59960,3992,41537
1,16.0,8.2,10049,3367,4864,1668,130,20,12421,1725,17144
1,23.0,9.1,7759,4742,2545,442,23,7,9871,369,10651
1,29.0,9.0,11567,6988,3806,705,57,11,13683,790,13560
1,45.0,7.6,3249,727,1562,841,94,25,3278,343,1491
0,18.0,9.0,14511,9041,4470,899,72,29,19010,513,6955
1,36.0,8.9,164,86,62,16,0,0,164,48,1032
1,28.0,8.5,7706,3032,3649,964,54,7,8612,680,13126
0,15.0,7.6,81523,15326,37664,26169,2038,326,105512,5388,49326
1,35.0,8.3,3932,1273,1914,668,62,15,4430,314,3858
1,88.0,9.5,1577,1178,344,47,4,4,3081,542,4811
1,46.0,9.0,149,82,57,9,1,0,159,21,1542
1,19.0,8.9,89629,52397,30056,6729,358,89,108892,2398,53345
1,68.0,9.4,123,74,43,6,0,0,118,49,1496
1,52.0,9.2,1008,680,268,58,2,0,1106,154,2404
1,360.0,8.8,376,260,89,23,3,1,394,18,190
1,39.0,8.2,9524,3543,4391,1400,152,38,10721,337,9202
1,25.0,9.2,77495,52440,20945,3878,155,77,116240,1385,16305
1,28.0,7.9,14239,3745,7078,3118,227,71,19231,556,2526
1,39.5,8.5,607193,294489,240449,65577,5464,1214,688134,21949,232301
1,28.0,8.6,55420,22723,24939,7094,498,166,87618,5490,66944
1,45.0,8.7,1114,589,417,91,13,4,1228,139,3742
1,260.0,9.9,1720,1534,158,17,3,8,20570,421,4253
0,68.0,8.4,626,273,263,82,8,0,753,207,6796
1,48.0,8.1,1439,510,651,243,30,5,1558,108,4464
1,43.0,9.2,13702,9223,3755,657,54,13,14994,3201,29093
1,74.0,8.7,10442,5483,3582,1263,94,20,15891,1855,15815
1,68.0,8.8,3651,2013,1209,350,54,25,3551,1334,20952
1,35.0,8.0,4383,1366,1997,876,127,17,4861,480,2470
0,398.0,9.6,37,25,12,0,0,0,32,22,967
1,32.0,8.4,1613,611,743,226,25,8,1798,111,356
0,49.0,8.8,3503,1775,1386,318,21,3,4048,727,12348
0,18.0,8.7,17598,8527,6769,2057,193,52,21713,3048,29615
0,47.2,8.9,52525,33091,15390,3729,210,105,79659,1837,11298
1,68.0,8.5,1032,475,404,129,16,8,940,710,15472
1,13.5,8.5,46530,20055,21172,5118,139,46,67991,879,23327
0,42.0,8.0,19766,7966,7670,3360,612,158,19517,3247,32750
0,19.5,9.1,166508,111894,43791,9824,666,333,228540,1966,25267
0,28.0,8.9,10588,6063,3551,890,63,21,12668,2113,17720
1,27.0,8.3,2511,977,1040,422,50,22,3119,1186,10520
0,45.0,8.8,3065,1711,1079,227,33,15,3510,1027,11723
0,100.0,8.5,4429,2022,1698,621,57,31,4634,2102,28052
1,40.0,9.3,143917,100600,36123,6332,575,287,272413,7762,106529
1,11.8,7.8,55322,12724,25947,15546,940,165,77011,2262,21422
0,35.0,8.5,2679,982,1379,308,10,0,2959,187,1139
1,48.0,8.2,1510,441,812,238,19,0,1699,199,6003
0,48.0,8.7,104,52,38,12,2,0,102,53,2087
0,69.0,9.1,887,480,351,54,2,0,934,281,11957
1,24.8,8.7,179525,97923,65999,13989,1076,538,226313,16047,73569
0,24.0,8.6,12156,5537,5050,1472,85,12,17077,1845,17672
1,39.8,8.9,4047,2348,1392,279,24,4,4342,328,1686
0,466.0,9.1,1979,1408,448,93,13,17,2718,998,5795
0,32.0,9.0,17983,10801,5922,1188,54,18,22168,4489,55112
1,158.0,9.6,57,45,12,0,0,0,46,43,764
1,18.0,8.6,1252,560,510,160,17,5,1611,115,6492
1,35.0,7.7,8756,2347,4116,2031,201,61,9561,1338,11842
1,15.8,8.9,41961,24152,14827,2898,84,0,68005,1049,22185
1,48.0,7.5,3365,710,1616,939,87,13,3604,187,2193
1,55.0,9.4,3917,2849,878,164,15,11,4130,746,4100
1,32.0,9.1,3639,2403,1088,138,7,3,3821,217,3855
0,17.0,8.2,14562,4864,7296,2213,160,29,19394,796,7327
0,54.0,8.1,540,118,291,126,5,0,536,159,4302
0,35.0,8.8,7946,4300,2941,651,39,15,8717,570,12702
0,45.0,7.9,38098,10210,20345,6972,495,76,42537,1991,39624
1,45.0,8.2,6639,1966,3599,976,79,19,7216,761,9919
0,99.0,8.8,1557,865,566,118,4,4,1478,542,4871
1,29.0,9.4,13225,10026,2817,343,26,13,14740,1593,6303
0,88.0,9.0,6792,4611,1686,414,61,20,7067,763,17268
1,150.0,9.4,726,636,77,2,0,11,697,41,111
0,39.8,8.3,3655,1380,1599,611,51,14,3556,783,4134
0,25.0,9.0,5806,3610,1715,430,34,17,6641,892,6403
1,25.0,7.8,11121,2814,4882,2903,411,111,13317,1307,2985
1,12.0,8.0,20970,6474,9847,4378,230,41,32656,1229,11313
0,78.0,9.4,232,164,55,13,0,0,240,122,3434
0,78.0,8.5,538,224,233,70,8,3,533,146,4706
1,20.0,8.7,16821,8411,6527,1783,84,16,20912,704,13412
1,68.0,9.1,744,452,233,49,5,5,779,362,12107
0,28.0,8.6,65463,28318,29822,6997,261,65,96044,2275,38013
0,110.0,9.5,3473,2770,611,86,3,3,12220,629,7416
1,32.0,9.3,5759,4234,1319,184,17,5,6303,362,4465
0,45.0,8.3,4217,1582,2038,544,37,16,4540,317,6082
1,49.8,8.1,11412,3972,5341,1837,194,68,14318,1534,7709
1,32.0,7.7,24524,12079,7561,2528,368,1988,38785,908,6223
0,28.0,8.8,69821,35191,27161,6842,488,139,101044,2775,31424
0,49.8,8.3,251,82,135,34,0,0,249,63,4578
1,79.0,6.8,2082,956,635,277,129,85,1986,353,3004
0,12.0,8.4,17025,6429,8011,2415,136,34,24750,1329,8536
1,59.0,9.0,27206,16797,8562,1630,163,54,27777,5316,93776
0,20.0,8.1,131031,40005,60860,26626,2754,786,185587,10229,93773
0,76.8,8.9,75329,42863,26140,5875,376,75,102773,1326,16745
1,36.8,6.5,1230,395,401,319,76,39,1260,75,377
1,30.0,8.6,1145,524,493,123,3,2,1257,160,2551
0,54.0,8.7,1433,757,545,113,11,7,1709,311,1621
1,28.0,9.5,4230,3410,694,114,8,4,4431,1860,6227
0,59.8,8.2,870,299,445,116,9,1,880,251,6769
1,69.0,8.3,2925,982,1553,353,32,5,2993,577,7904
1,25.0,8.6,112778,53119,41954,15225,1917,563,0,0,0
1,35.0,7.7,9906,1932,5013,2724,208,29,11368,756,8208
0,46.8,7.5,512,113,218,153,23,5,473,122,780
1,28.0,8.7,36645,17938,14827,3661,183,36,52568,1316,16374
0,14.8,8.3,111417,46239,40779,19609,3342,1448,141455,3197,37400
0,28.0,8.7,26757,13018,10479,2967,240,53,39918,2213,23048
1,15.0,8.7,1236,585,510,126,12,3,1532,69,2111
1,59.0,7.9,2277,637,1070,505,61,4,2412,304,842
0,35.0,8.2,109861,36767,53559,17780,1426,329,126769,4870,74496
0,108.0,8.8,42666,24174,13923,4271,256,42,59113,1015,10679
0,18.0,9.0,87722,53511,28685,5263,263,0,113030,2454,61751
1,29.0,8.8,25270,12585,9755,2603,252,75,29936,4070,12435
1,47.0,8.6,46152,23215,18092,4569,230,46,64931,700,9085
0,6.0,9.1,14024,8541,4502,925,42,14,18802,1658,29739
0,48.0,8.8,13887,7744,4935,1126,69,13,15025,1168,18696
1,96.0,9.0,11748,7351,3434,858,70,35,14121,377,2514
0,28.0,9.2,10995,7105,3288,549,43,10,19946,1013,3380
1,48.0,8.8,4558,2384,1723,401,41,9,5509,991,22497
1,12.0,8.3,7357,2583,3532,1170,58,14,14557,257,2202
1,18.8,8.7,221008,111831,88182,19669,1105,221,275584,12928,123081
0,28.0,9.2,13725,9595,3280,727,82,41,14772,3701,40346
1,15.0,8.4,14705,5627,6464,2439,146,29,28840,697,11463
0,78.0,9.7,3540,3031,421,74,7,7,3909,1206,7897
1,50.6,8.6,53405,28198,18906,5607,534,160,78671,1960,10518
0,22.0,8.0,31200,8807,14929,6590,718,156,39420,6184,76876
0,78.0,9.5,283,216,57,9,0,1,281,207,5967
1,38.0,8.2,1643,556,712,322,44,9,1872,349,6425
0,29.8,8.9,10066,5376,3845,785,50,10,11692,1035,3450
0,45.0,8.4,201,92,85,16,7,1,212,30,331
1,1.3,7.9,2657,856,1167,534,74,26,3509,94,765
0,28.0,9.3,845,613,204,27,1,0,905,53,203
1,169.0,9.5,3376,2803,443,111,16,3,3433,718,6307
0,18.2,8.5,16303,6352,7818,2052,65,16,26179,328,4262
0,28.0,8.7,12610,6445,4679,1349,100,37,16298,3517,30758
0,20.0,8.5,35138,15321,14969,4497,316,35,50444,2357,38430
0,13.0,8.2,1666,581,761,293,26,5,3906,104,1013
0,5.6,8.0,12822,3753,6367,2575,115,12,23242,392,5121
1,80.0,8.7,5157,2716,1786,568,67,20,5991,287,2604
1,37.0,9.2,8205,5239,2476,442,32,16,11772,1463,10637
1,26.0,8.4,1090,441,473,158,12,6,3478,174,984
1,0.65,9.3,11401,8321,2465,570,34,11,17152,1329,7149
1,25.0,8.7,18547,9144,7475,1780,111,37,31687,1208,12523
1,45.0,9.1,15557,10704,4014,746,62,31,19245,1573,15140
1,268.0,9.1,707,459,183,51,10,4,573,655,7258
0,59.9,8.3,566,228,242,76,15,5,548,172,393
1,31.0,8.7,1187,548,506,122,9,2,1179,252,509
1,26.8,8.5,103625,45492,42901,13886,1139,207,131751,21456,88019
0,74.0,8.7,10445,5484,3583,1264,94,20,15893,1856,15815
1,22.0,8.7,40449,20549,15735,3923,202,40,69143,676,12501
1,11.0,8.4,49326,20323,20224,7497,937,345,68799,14758,65834
1,19.8,8.5,3914,1703,1605,556,39,11,4585,363,5070
0,20.0,8.7,10103,4729,4567,767,30,10,11901,363,5826
0,39.9,8.2,2985,1425,1177,358,17,8,4228,584,2284
1,55.0,8.1,22612,9497,9430,3120,452,113,25686,2127,35392
1,35.0,7.6,23320,5112,10855,6466,677,210,33548,921,4769
1,12.0,8.3,2098,682,1014,371,27,4,2959,156,1957
1,32.0,8.3,2288,839,1079,322,32,16,2396,377,684
1,7.4,7.8,25932,6140,11503,7617,569,103,48024,1116,13398
1,22.0,8.8,3070,1681,1129,230,21,9,3224,241,1034
0,28.0,8.1,58835,18045,25627,12872,1704,587,80098,5439,35730
1,96.0,9.1,2265,1555,593,104,4,9,2493,163,290
1,20.0,7.6,57471,14081,25058,15862,1781,689,91661,1063,6705
1,0.37,8.9,18496,11054,6036,1333,55,18,31320,653,6225
1,88.0,9.6,2539,2206,291,27,5,10,58160,8762,24790
1,20.0,8.8,27495,15316,9157,2694,219,109,36927,1374,15944
1,15.0,9.0,112047,62922,39032,9085,672,336,139896,12943,131172
1,23.0,8.6,35700,15923,14352,4962,392,71,49000,3391,36239
1,79.0,8.9,875,489,315,66,4,1,891,422,4081
0,788.0,9.7,500,430,58,12,0,0,292,452,2186
0,18.0,9.2,1710,1167,470,73,0,0,2014,53,1390
0,25.0,8.8,9775,5074,3774,889,29,9,18268,416,8346
0,248.0,8.9,376,197,140,32,6,1,300,239,2721
0,52.0,8.8,934,530,315,84,4,1,1018,69,1341
1,18.35,7.9,3263,900,1598,704,48,13,14460,132,2981
1,23.0,8.5,86706,37074,37334,11087,952,259,108772,4362,21002
0,34.0,9.2,688,538,109,35,4,2,689,305,932
0,30.0,8.0,3883,1231,1830,730,81,11,5879,112,768
1,15.0,9.1,7934,5116,2288,484,31,15,17852,521,8528
1,29.9,9.0,10363,6364,3182,735,62,20,11500,869,9063
0,7.8,7.0,5250,714,1964,2006,409,157,7206,134,1029
0,20.0,8.9,2938,1569,1142,214,11,2,6087,246,2732
1,23.0,8.8,5111,2571,1999,501,30,10,5713,410,2402
0,58.0,7.7,79,28,35,14,2,0,77,30,2337
1,36.0,9.3,11903,8468,2925,440,35,35,20619,1722,12760
1,28.0,8.7,3817,1982,1401,385,30,19,5047,2421,26489
0,139.0,9.8,923,825,88,8,0,2,531,788,3550
0,54.0,9.4,9275,6798,2126,315,18,18,10313,4745,29228
1,66.0,8.8,1961,944,815,190,11,1,2493,402,5185
0,25.0,8.9,2685,1519,963,193,8,2,25280,245,6772
0,50.0,8.1,1056,354,470,191,31,10,1027,384,2585
0,34.0,8.7,3179,1565,1231,346,25,12,3908,533,2925
1,28.0,9.2,3118,2168,820,121,9,0,3072,1044,11262
1,18.0,8.2,3119,966,1574,542,28,9,4028,166,1832
1,18.0,8.8,12261,6708,4439,1017,73,24,18385,2982,27817
1,18.0,9.2,1287,909,319,52,5,2,1422,253,1609
1,15.0,9.0,3433,2086,1094,244,6,3,6539,170,4806
1,7.0,8.6,32915,14995,14107,3617,164,32,49942,614,15082
0,48.0,8.0,631,188,297,133,10,3,632,183,2167
1,16.0,8.2,15834,4777,8147,2737,142,31,21115,1098,12034
1,35.0,7.9,1389,586,331,203,33,236,1781,712,3657
0,39.8,8.2,783,252,378,124,19,10,777,235,766
1,48.0,8.9,1543,933,460,126,20,4,1515,462,10637
1,28.0,8.7,12742,7697,3568,1108,229,140,14611,1677,16569
1,9.9,8.9,3762,2187,1261,293,18,3,4671,166,1806
1,23.0,9.2,2030,1507,370,97,36,20,2207,487,1839
1,48.0,8.3,1548,697,536,246,40,29,1626,1256,11517
1,43.9,9.0,93289,57596,28984,6337,279,93,127006,6678,58410
1,38.0,9.3,5615,3949,1443,207,11,5,5450,1669,5826
1,30.0,8.1,2723,866,1267,504,62,24,4188,582,10165
1,98.0,9.3,926,677,216,31,2,0,845,544,6937
1,92.0,8.8,278,143,114,20,1,0,293,74,4332
0,30.0,9.2,2901,2132,658,98,5,8,3197,102,1359
1,28.0,8.7,20491,10492,7623,2131,184,61,28363,6620,46431
0,33.0,9.3,1764,1251,462,47,1,3,1822,176,814
1,29.0,8.9,607871,348052,216011,40159,2433,1216,860190,56309,360079
1,29.0,9.1,1343,832,405,88,9,9,1431,476,8577
0,12.8,8.9,8289,4602,2976,646,49,16,10071,2674,25751
0,330.0,9.2,84,57,26,1,0,0,66,46,1348
0,32.0,8.6,6029,2623,2635,681,78,12,7629,1890,12927
1,12.7,8.9,52001,29508,17040,4987,363,103,78942,12569,73721
0,25.0,7.8,11122,2814,4883,2903,411,111,13319,1307,2985
1,198.0,9.4,26,22,4,0,0,0,30,35,867
1,12.0,9.3,4451,3269,984,182,8,8,5051,209,1733
1,20.0,9.4,6565,4958,1300,275,19,13,9259,1831,10158
1,10.6,8.6,3983,1716,1628,609,27,3,6083,98,1211
0,39.5,9.0,164799,95255,55208,13019,988,329,189138,26093,198887
1,28.0,9.5,4231,3416,689,114,8,4,4431,1861,6228
1,49.8,8.7,15406,8204,5464,1585,123,30,19571,356,3152
1,39.8,7.8,7115,1736,3409,1679,227,64,7194,1431,3202
1,25.0,9.1,5532,3420,1809,287,11,5,6438,276,1089
1,13.5,8.2,84626,29590,42271,12343,338,84,123874,1443,28911
1,32.0,9.4,3239,2394,720,110,9,6,3348,952,12360
1,23.0,9.3,34941,24635,8561,1607,104,34,49768,4490,34694
1,29.8,7.4,8540,2024,3203,2571,469,273,9776,2633,11597
0,288.0,9.5,504,415,78,10,1,0,1543,64,412
1,168.0,9.4,26507,20809,4851,715,79,53,134646,41629,116944
0,18.0,8.2,2412,806,1141,420,33,12,5188,205,2567
0,35.0,9.0,616,372,181,51,9,3,1870,656,8888
1,20.0,8.5,912,353,449,107,1,2,12838,74,3468
0,78.0,9.3,50,36,11,1,2,0,45,28,1017
1,21.0,8.9,25376,14719,8628,1903,101,25,31401,721,16415
1,23.0,8.9,37979,20168,14053,3418,265,75,48213,3812,13095
0,24.0,9.2,138,93,36,9,0,0,150,52,357
0,22.5,8.4,1770,737,783,237,8,5,11449,108,925
0,21.0,8.8,4209,2309,1505,370,21,4,5088,198,2058
1,3.95,9.2,10163,7166,2602,365,20,10,14214,583,14648
1,36.0,8.8,5851,3389,1855,544,46,17,6363,1015,10494
1,18.8,8.8,64684,33054,25421,5757,388,64,90149,7502,78451
1,25.0,8.5,28035,11707,12239,3725,280,84,37787,6783,64430
1,20.0,9.2,36971,26410,8643,1809,73,36,56550,1360,20432
1,28.0,9.2,13728,9597,3281,727,82,41,14779,3700,40363
1,108.0,9.1,1801,1298,418,68,12,5,1934,184,1037
0,86.0,9.1,3689,2438,1060,177,7,7,4232,153,557
0,38.0,9.0,759,503,213,38,3,2,790,131,135
0,10.0,8.8,845,463,314,65,3,0,1091,30,330
0,23.0,7.7,13341,3002,6004,4016,293,26,18104,141,949
0,35.0,8.6,6535,2872,2846,759,45,13,7145,1105,3092
1,10.0,9.2,78666,53887,21083,3461,157,78,103739,3367,58871
0,40.0,9.0,2201,1336,676,176,11,2,2589,729,8718
1,68.0,8.0,451,154,192,96,5,4,519,22,234
1,21.0,9.2,13021,8924,3200,806,52,39,15247,1149,17982
0,72.0,9.0,1242,733,418,73,11,7,1133,656,3874
0,19.5,7.5,8518,1499,3561,3067,323,68,15595,969,9216
0,58.0,9.2,400,264,108,26,0,2,378,152,2237
1,69.0,8.2,15807,6940,6339,2197,252,79,17861,1956,30636
0,29.0,9.2,386,270,91,19,3,3,373,118,794
0,15.0,9.2,4152,2805,1091,224,20,12,5001,580,9560
0,21.45,9.0,62740,38586,19575,4329,188,62,98204,888,12271
1,28.0,8.2,3950,1268,1790,790,79,23,4398,970,10672
0,27.0,8.2,18572,7132,8488,2656,241,55,22928,1312,9930
1,12.0,9.2,38662,25982,10787,1701,115,77,45783,7429,91005
0,99.0,9.1,759,484,222,44,6,3,776,287,5482
0,68.0,8.3,653,276,289,80,5,3,552,386,1246
1,19.5,8.8,5626,2994,2144,467,16,5,7854,181,3357
1,27.0,7.7,65700,16178,28806,18349,1907,460,90914,11667,40922
1,42.0,8.6,7858,3568,3246,943,70,31,9796,1289,9509
1,36.0,8.5,12617,6221,4972,1274,113,37,14405,377,5746
0,12.5,7.1,16828,2740,6322,6153,1227,386,22906,1425,8985
0,13.0,8.8,174081,93750,63952,14986,1045,348,242930,5633,67361
0,18.0,9.2,825,572,200,43,6,4,1094,320,4381
1,89.0,9.5,1795,1434,323,32,5,1,1879,334,4276
0,12.0,9.1,4207,2664,1284,235,16,8,5644,180,1196
1,21.0,8.6,10793,5009,4631,1090,53,10,13480,459,5620
1,18.6,9.0,27458,16366,9144,1839,82,27,35185,1784,6660
1,39.0,9.1,1277,748,446,81,0,2,1451,111,1717
1,18.5,9.0,14396,8515,4847,949,57,28,26302,845,5586
1,18.0,8.5,179628,74546,79037,23531,1796,718,266097,5136,53633
1,14.0,8.4,8961,3612,3863,1344,107,35,13047,1575,11758
0,59.0,9.2,888,613,221,39,8,7,803,474,4287
1,23.0,8.5,197702,82723,85691,26716,1979,593,272990,29020,173638
1,88.0,8.8,680,413,225,38,4,0,645,373,2455
0,47.2,8.9,52531,33095,15392,3729,210,105,79689,1838,11302
1,16.0,8.2,90350,30538,42465,14998,1807,542,126267,38122,174272
1,68.0,8.9,12738,6905,4841,917,50,25,15609,5513,40301
0,26.0,9.4,1226,934,261,29,2,0,1314,31,370
1,35.0,8.2,3102,988,1628,459,18,9,3140,743,1927
1,6.0,9.1,14026,8543,4502,925,42,14,18806,1658,29746
1,39.0,8.9,3877,2137,1392,306,31,11,12195,3167,16440
1,280.0,9.6,12973,10456,2208,285,12,12,12935,7105,61606
0,30.0,7.4,424,98,197,112,14,3,473,81,120
0,32.0,8.0,830,287,399,120,20,4,864,294,366
0,28.0,8.6,43207,20567,17067,5185,302,86,62522,4143,52994
0,17.5,9.0,645,419,208,18,0,0,821,21,361
0,128.0,9.6,2242,1820,374,44,2,2,1836,1168,6339
0,46.0,8.8,1954,1082,702,152,17,1,2312,204,716
0,32.0,9.2,8937,5957,2500,437,35,8,10688,2290,33021
0,0.72,9.0,3725,2189,1292,230,11,3,4222,295,3289
1,86.0,9.3,4478,3195,1096,170,13,4,5047,160,625
0,52.0,8.4,485,189,218,63,13,2,485,87,328
0,368.0,9.4,1090,756,279,45,6,4,1490,877,11355
1,100.0,8.4,13423,5469,6047,1787,107,13,17890,369,2699
1,16.8,7.1,36721,6646,13477,13991,1983,624,51550,867,10570
0,48.0,8.1,980,302,509,157,9,3,1102,36,79
1,10.0,8.5,12132,5035,5387,1601,97,12,15802,332,2741
1,22.0,8.4,251,101,126,22,2,0,283,10,27
0,46.0,9.1,300,207,52,30,5,6,295,160,2676
0,25.0,8.1,88804,29986,40544,16590,1330,354,122841,6897,76653
0,70.0,9.5,710,555,132,17,4,2,3927,122,529
1,108.0,9.0,8167,5084,2448,587,32,16,11297,285,909
1,36.0,9.3,578,386,172,20,0,0,662,25,194
0,27.2,8.3,10321,3572,4635,1971,123,20,15537,324,3276
1,19.8,7.2,5151,825,2187,1846,247,46,6500,449,2822
1,18.0,8.7,17601,8529,6770,2057,193,52,21719,3048,29628
1,12.0,7.7,19494,5283,7779,5712,662,58,25963,170,1824
0,54.0,8.5,3202,1517,1247,394,38,6,3519,183,937
0,38.9,8.6,4520,2308,1608,510,31,63,5578,587,842
1,9.2,8.6,55089,25176,23909,5674,275,55,83055,629,15638
1,268.0,8.7,7032,3977,2164,758,84,49,8008,2625,15741
0,9.0,9.1,4571,2936,1335,269,22,9,5396,1000,10377
0,88.0,9.0,2902,1879,795,188,23,17,13176,318,1797
0,29.0,8.4,182,66,105,11,0,0,205,18,502
1,16.0,8.0,14310,4236,6955,2848,214,57,17755,1914,12613
0,28.0,8.8,69838,35199,27168,6844,488,139,101098,2775,31441
1,21.0,9.1,12227,7655,3644,880,36,12,16588,2786,13992
1,25.0,9.0,51327,32594,15758,2771,153,51,74559,3306,35028
1,56.0,8.7,3056,1524,1203,302,15,12,3460,135,4859
0,49.5,8.9,727,402,277,46,2,0,769,145,271
1,39.8,7.6,78981,20120,33455,20120,4024,1262,92641,6322,59857
0,20.0,8.1,14034,4070,6821,2905,210,28,20823,1004,8860
1,19.8,7.2,5151,825,2187,1846,247,46,6500,449,2822
0,24.0,8.7,9239,4352,3733,1081,64,9,14314,670,4107
1,39.5,7.7,2693,799,1349,495,37,13,2944,99,505
0,28.0,8.9,2914,1649,1092,163,8,2,4057,188,3226
1,39.0,7.1,306,55,153,86,8,4,331,39,95
1,39.0,8.2,13259,5198,5981,1869,172,39,15623,1559,7807
1,38.0,9.2,206775,147225,48179,9718,1033,620,241331,9164,78083
1,15.0,8.2,3099,893,1615,564,24,3,4433,58,1146
1,86.0,8.4,5796,2392,2577,741,63,23,7415,547,2436
0,14.0,8.6,873,385,365,116,5,2,1013,196,619
0,35.0,7.0,3396,612,1238,1149,316,81,3885,459,3694
1,20.0,8.4,9813,4283,3900,1414,167,49,12042,911,9292
1,39.8,9.0,1877,1150,599,114,7,7,1916,263,840
1,49.0,8.6,190,84,84,21,1,0,222,43,182
1,49.8,7.8,115,52,61,0,0,2,118,3,228
1,22.0,8.6,8135,3632,3510,912,65,16,9676,548,9534
0,18.0,8.6,8318,3793,3519,940,58,8,11583,598,2629
0,26.0,9.1,1414,853,491,69,1,0,1628,125,2409
0,23.8,7.3,5107,786,2069,1829,337,86,6302,472,7274
0,38.0,9.0,1025,629,337,52,4,3,1159,52,552
1,98.0,9.3,2694,1951,636,97,2,8,3016,148,430
1,24.8,8.4,12679,5174,5199,1800,304,202,17222,719,4716
1,58.0,8.6,1819,834,806,156,16,7,2965,373,16299
1,466.0,9.1,1982,1409,450,93,13,17,2719,998,5800
1,32.8,8.9,1270,683,485,95,7,0,1492,160,1234
0,22.0,7.7,75947,18607,36152,18531,1898,759,103910,4262,15489
0,26.0,8.7,1530,828,543,136,13,10,1694,145,322
1,32.0,8.3,5167,1771,2643,707,36,10,5979,230,712
1,20.0,8.9,4059,2241,1571,235,8,4,4617,250,3216
1,48.0,7.7,1648,442,759,351,72,24,1883,351,18691
0,26.8,8.2,3406,1076,1622,661,44,3,4514,682,2846
0,99.0,8.5,472,230,196,43,2,1,410,188,606
